model,distance,dataset,mr_id,positive_distance,negative_distance,violated,base,positive,negative
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,glue-qqp,MR3-Duplicate-Question,10.782947,9.052671,True,What is the smartest thing you have seen aperson do?,What is the smartest thing anyone has ever done?,What's the smartest thing you've ever seen someone do?
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bray_curtis,glue-qqp,MR3-Duplicate-Question,0.362697,0.302381,True,What is the smartest thing you have seen aperson do?,What is the smartest thing anyone has ever done?,What's the smartest thing you've ever seen someone do?
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,glue-qqp,MR3-Duplicate-Question,0.34265,0.292138,True,What is the smartest thing you have seen aperson do?,What is the smartest thing anyone has ever done?,What's the smartest thing you've ever seen someone do?
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,glue-qqp,MR3-Duplicate-Question,0.252568,0.163073,True,What is the smartest thing you have seen aperson do?,What is the smartest thing anyone has ever done?,What's the smartest thing you've ever seen someone do?
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,glue-qqp,MR3-Duplicate-Question,18.297654,16.667886,True,What is the smartest thing you have seen aperson do?,What is the smartest thing anyone has ever done?,What's the smartest thing you've ever seen someone do?
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.768005,0.751959,True,A flock of brown and white geese are walking through grass with a black and white dog nearby.,A human walking,Nobody is walking
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,1.239358,1.226343,True,A flock of brown and white geese are walking through grass with a black and white dog nearby.,A human walking,Nobody is walking
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,19.224628,19.215132,True,A flock of brown and white geese are walking through grass with a black and white dog nearby.,A human walking,Nobody is walking
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.615844,0.614354,True,A flock of brown and white geese are walking through grass with a black and white dog nearby.,A human walking,Nobody is walking
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.767831,0.751736,True,A flock of brown and white geese are walking through grass with a black and white dog nearby.,A human walking,Nobody is walking
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.374505,0.284857,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,0.865453,0.754794,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,13.724523,11.548084,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.484439,0.402628,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.441915,0.373533,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.374467,0.284858,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,snli,MR4-Entailment-vs-Contradiction,19.534676,18.944098,True,two women talk at a restaurant.,Two women are eating.,Two women hate being at restaurants.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.317765,0.235385,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,0.797202,0.686127,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,12.392186,10.495607,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.436968,0.364768,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.401067,0.33944,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.317747,0.235363,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,snli,MR4-Entailment-vs-Contradiction,18.576772,16.895641,True,A person bungee jumping with the coordinator watching from above.,A person bungee jumps,A person is bungee jumping off their bed.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.71199,0.707301,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,1.193306,1.18937,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,18.75605,18.74914,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.603314,0.599206,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.712014,0.707289,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,snli,MR4-Entailment-vs-Contradiction,30.135822,29.107416,True,A brunette woman wearing a striped shirt and jeans is crocheting a gray material.,She is making something,He is making a hat
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.442683,0.409574,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,0.940939,0.905068,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,14.558699,14.272648,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.526299,0.511694,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.467775,0.460434,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.442695,0.409573,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,snli,MR4-Entailment-vs-Contradiction,21.615651,20.194189,True,A man with a harness and rope attached to his waist is standing on top of a mountain overlooking water.,A man on a mountain looking at the view.,The man is jumping into the water.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.313302,0.183683,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,0.791583,0.606107,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,12.009222,9.268894,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,bray_curtis,snli,MR4-Entailment-vs-Contradiction,0.416832,0.304689,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,lance_williams,snli,MR4-Entailment-vs-Contradiction,0.381533,0.291117,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,pearson_correlation,snli,MR4-Entailment-vs-Contradiction,0.313414,0.18377,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,mahalanobis,snli,MR4-Entailment-vs-Contradiction,18.962371,14.10943,True,The two dogs are running on the grass.,There are pets on the grass,The dogs are laying on the grass
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,cosine_distance,snli,MR4-Entailment-vs-Contradiction,0.106288,0.076502,True,The lady in the blue shirt is waiting to cross the busy street.,The person in the blue shirt is waiting to cross the busy street.,The man in the blue shirt is waiting to cross the busy street.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,euclidean,snli,MR4-Entailment-vs-Contradiction,0.46106,0.391158,True,The lady in the blue shirt is waiting to cross the busy street.,The person in the blue shirt is waiting to cross the busy street.,The man in the blue shirt is waiting to cross the busy street.
sentence-transformers/multi-qa-MiniLM-L6-cos-v1,manhattan,snli,MR4-Entailment-vs-Contradiction,7.199797,6.132962,True,The lady in the blue shirt is waiting to cross the busy street.,The person in the blue shirt is waiting to cross the busy street.,The man in the blue shirt is waiting to cross the busy street.
